Offre,Type_Activite,Cluster_Adresse,Adresse,Code_Postal,Commune,Code_Insee,Latitude,Longitude,Telephone,Mail,Url,Equipement,Animal_Accepte,Groupe_Accepte,Langue,Ouverture_Annee,Reservation_Possible
LE JARDIN PEDAGOGIQUE ROUTE DE BOULOGNE OU A L'ESPACE CHARLES MADRAS,Activités culturelles,FOYER ST VINCENT DE PAUL LES ESSARTS OU  ESPACE CHARLES MADRAS   MAIRIE  LES ESSARTS,FOYER ST VINCENT DE PAUL LES ESSARTS OU  ESPACE CHARLES MADRAS   MAIRIE  LES ESSARTS,85140,ESSARTS EN BOCAGE,85084,46.7752489,-1.2359572,06 26 23 72 66,liberaverda@no-log.org,http://liberaverda.canalblog.com,,,,,,non
LE PORTIQUE CLUB,Club de plage,    Plage centrale de La Tranche sur Mer  ,    Plage centrale de La Tranche sur Mer  ,85360,LA TRANCHE-SUR-MER,85294,46.3437626,-1.4322198,06 13 79 25 26,leportiqueclub@gmail.com,,,,,,,non
LE LUDOCLEP,Bibliothèque-Médiathèque,8 Impasse Haute chiffolière      ,8 Impasse Haute chiffolière      ,53000,LAVAL,53130,48.0723478,-0.7745373,,clep.animation@wanadoo.fr,http://www.clep-laval.fr/,,,,,,non
MAISON DU MAIL,,    2 avenue de l'Abreuvoir  ,    2 avenue de l'Abreuvoir  ,49300,CHOLET,49099,47.05853,-0.88153,02 41 62 52 15,maisondumail@laposte.net,,,,,,,non
LES AMIS DU MARAIS,Activités sportives,       ,       ,49120,CHEMILLE-EN-ANJOU,49092,47.181183,-0.696705,02 41 30 60 54,guy.gilot@wanadoo.fr,,,,,,,non
LE JAMBALLA CLUB,Club de plage,    Grande Plage  ,    Grande Plage  ,44770,PREFAILLES,44136,47.1275,-2.2218,02 40 21 60 23,,,,,,,,non
LE HARAS DES NOCES,Centre équestre,    Pulteau  ,    Pulteau  ,85390,BAZOGES-EN-PAREDS,85014,46.639536,-0.882602,06 08 93 30 23,info@harasdesnoces.com,http://harasdesnoces.com,,,,,oui,non
LE JARDIN DE VERRE,Salle de spectacle,    13 boulevard Gustave Richard  ,    13 boulevard Gustave Richard  ,49300,CHOLET,49099,47.06267,-0.88087,02 41 65 13 58,info@jardindeverre.fr,http://www.jardindeverre.fr,,,,Français,,non
LE HARAS D'ANCOEUR,Centre équestre,      Les Poirières,      Les Poirières,85150,SAINT-GEORGES-DE-POINTINDOUX,85218,46.6481514,-1.624263,06 89 69 11 52,,http://www.harasdancoeur.fr/,,,,Français,oui,oui
LE HAMMAN DU LIEU UNIQUE,Thalassothérapie,    Quai Ferdinand-Favre BP 21304,    Quai Ferdinand-Favre BP 21304,44013,NANTES,44109,47.218371,-1.553621,02.40.89.09.99,info@lelieuunique.com,http://nantes.zeinorientalspa.fr/,,,,,,non
LE JUSTICE,Discothèque bar de nuit,"    48, rue du 130è RI  ","    48, rue du 130è RI  ",53100,MAYENNE,53147,48.3051626,-0.618596,,,http://lejustice-mayenne.com/justice.php,,non,,Français,oui,non
LE GRAND FAÎTEAU,Aérodrome,      Le Grand Faîteau,      Le Grand Faîteau,49170,SAINT-GEORGES-SUR-LOIRE,49283,47.4292,-0.7622,02 41 86 96 83,legrandfaiteau@yahoo.fr,http://www.legrandfaiteau.fr/,,non,oui,Anglais##Français,oui,oui
LE GRAND R - SCÈNE NATIONALE LA ROCHE-SUR-YON,Salle de spectacle,  Le grand R - Le Manège Esplanade Jeannie-Mazurelle Rue Pierre-Bérégovoy,  Le grand R - Le Manège Esplanade Jeannie-Mazurelle Rue Pierre-Bérégovoy,85000,LA ROCHE-SUR-YON,85191,46.6682468,-1.4295946,02 51 47 83 83,contact@legrandr.com,http://www.legrandr.com,,,,,non,oui
CHOUETTES BALADES - PERCEZ LES SECRETS DE SAINT-ANDRÉ-TREIZE-VOIES AVEC TREVIS,Formules itinérantes,    1 rue de la Mairie  ,    1 rue de la Mairie  ,85260,MONTREVERD,85197,46.934442,-1.411717,02 51 06 39 17,,https://play.google.com/store/apps/details?id=com.isp.android.chouettesbalades&hl=fr,,,,,oui,non
LE GRÈS UTILE,Activités culturelles,"    27, route de Saint Etienne de Montluc  ","    27, route de Saint Etienne de Montluc  ",44260,SAVENAY,44195,47.3530742,-1.9357759,,,,,,,Français,oui,non
LE RIVA,,    162 boulevard des Océanides  ,    162 boulevard des Océanides  ,44380,PORNICHET,44132,47.270531,-2.3519851,02 40 61 04 01,fi@rivarestaurant.fr,,,,,,,non
LE HARAS DE VINDEDA,Centre équestre,    8 la Moricierie  ,    8 la Moricierie  ,85140,ESSARTS EN BOCAGE,85084,46.8042053,-1.2253476,06 70 98 04 52,harasdevindeda@outlook.fr,http://harasvindeda.wix.com/shetland,,,,,oui,non
"LE JARD, CANAL DE LA BAISSE",Lac de pêche,       ,       ,85450,VOUILLE-LES-MARAIS,85304,46.387689,-0.96265,02.51.37.19.05,chaille-lesmarais@federation-peche-vendee.fr,http://www.federation-peche-vendee.fr,Toilettes,,,,oui,non
LUNA PARK FÊTE FORAINE,Complexe de loisirs##Jeux pour enfants,       ,       ,44350,GUERANDE,44069,47.30015,-2.40731,,,,,,,,,non
CHOUETTES BALADES - CIRCUIT DES ÉOLIENNES À SAINT PHILBERT DE BOUAINE,Formules itinérantes,      Parking des éoliennes,      Parking des éoliennes,85660,SAINT-PHILBERT-DE-BOUAINE,85262,46.985044,-1.521408,02 51 06 39 17,,https://play.google.com/store/apps/details?id=com.isp.android.chouettesbalades&hl=fr,,,,,oui,non
LE JARDIN DE MELISSE ,Parc à thèmes,LA HAUTE CHAISE      ,LA HAUTE CHAISE      ,44140,MONTBERT,44102,47.057771,-1.487902,,lejardindemelisse@free.fr,,,,,,,non
LE FLASH,Activités sportives,  Port des Professionnels    ,  Port des Professionnels    ,85460,LA FAUTE-SUR-MER,85307,46.322445,-1.3065841,06 80 37 02 97,le.flash@hotmail.fr,,,non,,,non,oui
LE FIRMAMENT ASSO. ASTRONOMIQUE,Activités culturelles,       ,       ,49120,CHEMILLE-EN-ANJOU,49092,47.2100819,-0.7274078,02 41 55 85 85,sylvainschet@orange.fr,,,,,,,non
LE FARNIENTE,Discothèque bar de nuit,    Plage des oiseaux Esplanade de la mer,    Plage des oiseaux Esplanade de la mer,85160,SAINT-JEAN-DE-MONTS,85234,46.78106,-2.0686,06 63 83 98 98,le.farniente.plage@gmail.com,,Bar,,,Allemand##Anglais,,non
CHOUETTES BALADES - BALADE LUDIQUE DE ROCHESERVIÈRE,Formules itinérantes,    21 rue du Péplu  ,    21 rue du Péplu  ,85620,ROCHESERVIERE,85190,46.9339181,-1.5132452,02 51 06 39 17,,https://play.google.com/store/apps/details?id=com.isp.android.chouettesbalades&hl=fr,,,,,oui,non
LES PECHERIES DE SAUTRON,,       ,       ,44600,SAINT-NAZAIRE,44184,47.261246,-2.2242669,,,,,,,,,non
CHOEUR DE L'UNIVERSITÉ DU MANS,Activités culturelles,    Avenue Olivier Messiaen  ,    Avenue Olivier Messiaen  ,72085,LE MANS,72181,48.0156747,0.1520205,0670535082,chorum@univ-lemans.fr,http://www.choeur-universite-du-maine.fr/,,,,Français,,oui
LE DÉFI DU TRAICT,Base ou club nautique,    Mairie de Mesquer Place de l'Hôtel,    Place de l'Hôtel Mairie de Mesquer,44420,MESQUER,44097,47.39984,-2.4604,06 88 76 87 18,ledefidutraict@gmail.com,http://www.ledefidutraict.fr,,,,,oui,non
LE LANDREAU EQUITATION ,Centre équestre,      Le Landreau,LE LANDREAU       ,44310,SAINT-PHILBERT-DE-GRAND-LIEU,44188,47.036878,-1.642905,,,,,,,,,non
LE DELUXE,Discothèque bar de nuit,10 allée Louis Vincent      ,10 allée Louis Vincent      ,53000,LAVAL,53130,48.0785146,-0.7669906,02 43 91 19 01,ledeluxe.laval@orange.fr,http://www.ledeluxe.fr/,,,,,,non
LE DAVIAUD - ECOMUSÉE DU MARAIS VENDÉEN,,       ,       ,85550,LA BARRE-DE-MONTS,85012,46.87491,-2.10114,02 51 93 84 84,ecomusee@omdm.fr,http://www.ledaviaud.fr,,,,,,non
LE DUPLEX,Bar à thème,6 ALLEE DE CAMPBRAI      ,6 ALLEE DE CAMPBRAI      ,53000,LAVAL,53130,48.0785146,-0.7669906,02 43 53 33 30,,,,,,,,non
LE GRAND CAFE,Salle de spectacle,    Place des Quatre Z'Horloges  ,    Place des Quatre Z'Horloges  ,44600,SAINT-NAZAIRE,44184,47.273285,-2.2062506,02 44 73 44 00,accueil-grandcafe@mairie-saintnazaire.fr,www.grandcafe-saintnazaire.fr,Toilettes,,,,non,non
LE GRAND 9,Piscine,    rue Hommée  ,    rue Hommée  ,44310,SAINT-PHILBERT-DE-GRAND-LIEU,44188,47.046048,-1.636385,,,www.cc-grandlieu.fr,,non,oui,,oui,non
LE CROISIC LOCATION,,    Port du Croisic  ,    Port du Croisic  ,44490,LE CROISIC,44049,47.2939,-2.50823,06 76 89 67 99,,http://www.lecroisic-location.com,,,,,,non
LE COMPTOIR SAINT JEAN,Discothèque bar de nuit,    65 esplanade de la mer  ,    65 esplanade de la mer  ,85160,SAINT-JEAN-DE-MONTS,85234,46.78184,-2.06865,02 28 11 19 81,j.patio@hotmail.fr,,,,,,,non
LE DONJON DES CIMES - PARCABOUT,Parcours dans les arbres,  Parc Baron Rue du chateau Féodal  ,  Parc Baron Rue du chateau Féodal  ,85200,FONTENAY-LE-COMTE,85092,46.4690646,-0.8053094,02 51 69 19 70,parcabout@ville-fontenaylecomte.fr,http://www.parcabout-fontenay.fr,Aire de pique nique##Bar##Toilettes,oui,oui,Anglais##Français,non,non
LE CYCLOTRON,Loueur de vélos,    66  promenade Clemenceau  ,    66  promenade Clemenceau  ,85100,LES SABLES-D'OLONNE,85194,46.4947,-1.783067,02 51 32 64 15,contact@cyclotron-location.fr,http://www.cyclotron-location.fr,,,,,non,non
LES BARBARES DU MÈS,,    Mairie de Mesquer Place de l'Hôtel,    Place de l'Hôtel Mairie de Mesquer,44420,MESQUER,44097,47.39975,-2.46101,06 82 44 38 11,barbaresdumes@gmail.com,,,,,,,non
LE COMPTOIR DU CAVALIER - ÉCURIE SCHAULY,Centre équestre,    88 route des bruleries Les Caillotières,    88 route des bruleries Les Caillotières,49650,ALLONNES,49002,47.30269,0.03777,06 87 34 59 74,,http://www.comptoirducavalier.ffe.com,,,,,,non
LE GOÛT DES VINS,,    10 rue Botanique  ,    10 rue Botanique  ,49100,ANGERS,49007,47.47402,-0.5475,06 98 15 17 02,legoutdesvins@gmail.com,,,,,,,non
LE DONJON,Discothèque bar de nuit,24 Quai Jehan Fouquet      ,24 Quai Jehan Fouquet      ,53000,LAVAL,53130,48.0785146,-0.7669906,02 43 53 88 39,,,,,,,,non
LE CENTRE SOCIO-CULTUREL,Activités sportives,"    35, Rue du Maréchal Leclerc   ","    35, Rue du Maréchal Leclerc   ",85800,SAINT-GILLES-CROIX-DE-VIE,85222,46.6918237,-1.9303918,02.51.26.92.29,stgilles@lapetitegare.com,http://www.lapetitegare.centres-sociaux.fr,,,,,,non
LES AMATEURS DU CHEVAL BRETON,Calèche,       ,       ,44530,GUENROUET,44068,47.51943,-1.95527,02 40 66 32 41,,,,,,,oui,non
LE CINÉ ISLAIS,Cinéma,    4 Rue du Petit Chiron  ,    4 Rue du Petit Chiron  ,85350,L'ILE-D'YEU,85113,46.72342,-2.35108,02 51 58 38 91,cineislais@gmail.com,http://cineislais.cine.allocine.fr,Toilettes,,,,,non
LE CLUB DES DÔMES,,       ,       ,44420,MESQUER,44097,47.399615,-2.460798,06 58 64 04 70,leclubdesdomes@gmail.com,http://le-club-des-domes.e-monsite.com,,,,,,non
CHOEUR DE L'UNIVERSITÉ DU MANS,Activités culturelles,    Avenue Olivier Messiaen  ,    Avenue Olivier Messiaen  ,72085,LE MANS,72181,48.0156747,0.1520205,06 70 53 50 82,chorum@univ-lemans.fr,http://evelynebeche.fr/stage-chant-choral-Sarthe.html,,,,,,oui
LE CHOU MARIN,Base de paddle##Base ou club nautique,    Baie du Scall Boulevard des Korrigans,    Baie du Scall Boulevard des Korrigans,44510,LE POULIGUEN,44135,47.26315,-2.44979,06 28 47 60 74,lechoumarin@gmail.com,http://www.facebook.com/lechoumarin,,,,,,non
LES CHORALINES-KORHOLEN,,       ,       ,44420,MESQUER,44097,47.399615,-2.460798,06 22 56 78 47,roger.coppens@wanadoo.fr,,,,,,oui,non
LE PONTON - DISCOTHÈQUE,,    Route de Noirmoutier  ,    Route de Noirmoutier  ,85740,L'EPINE,85083,46.98432,-2.24585,02 51 35 80 09,,,,,,,,non
LE COMPTOIR DU ZINC - HABILLAGE/DÉCORATION EN ZINC,,    178 route de l'Herbaudière  ,    178 route de l'Herbaudière  ,85330,NOIRMOUTIER-EN-L'ILE,85163,47.01223,-2.27607,06 32 55 87 50,,,,,,,,non
LE DOMAINE DES BRUYÈRES,Modélisme,La Pipardière   Route du Bourgneuf  ,La Pipardière   Route du Bourgneuf  ,53410,BOURGON,53040,48.1649564,-1.0547057,02.43.37.13.44,j2r-buggy@orange.fr,http://www.activhobby.com/,,,,,,non
LE CENTRAL - LOCATION DE VÉLOS,,    2 rue Albert Lassourd  ,    2 rue Albert Lassourd  ,85740,L'EPINE,85083,46.97953,-2.26856,02 51 39 46 53,,,,,,,,non
LE CINÉ'FIL,Cinéma,    Place Saint Jean VIHIERS,    Place Saint Jean VIHIERS,49310,LYS-HAUT-LAYON,49373,47.14722,-0.53742,02 41 75 83 66,lecinefilvihiers@gmail.com,http://www.cine-vihiers.fr/,,,,Français,,non
LE CASINO,Casino,    50 quai Leray  ,    50 quai Leray  ,44210,PORNIC,44131,47.11469,-2.103,02 40 82 26 87,mleclech@partouche.com,http://www.casinopornic.com,Bar##Restaurant##Salle de réunion équipée,oui,,,,non
LE CASINO,Casino,    29 esplanade de la mer  ,    29 esplanade de la mer  ,85160,SAINT-JEAN-DE-MONTS,85234,46.78418,-2.0731,02 51 26 55 00,contact@casino-stjeandemonts.com,http://www.casino-stjeandemonts.com,Bar##Restaurant##Salle de réunion équipée##Toilettes,non,,Anglais,,non
"LE CARRÉ, SCÈNE NATIONALE",Salle de spectacle,4 bis rue Horeau      ,4 bis rue Horeau      ,53200,CHATEAU-GONTIER,53062,47.8267669,-0.7069,02 43 09 21 52,contact@le-carre.org,http://www.le-carre.org/site.php,,,,,,oui
LE CALIENTE - BAR TAPAS,Bar à thème,    14 place du Marché aux Herbes  ,    14 place du Marché aux Herbes  ,85800,SAINT-GILLES-CROIX-DE-VIE,85222,46.6960667,-1.9330871,02.51.93.37.44,,,,,,,oui,non
LE CAFE DU GARAGE,Bar à thème,4 RUE PRINCIPALE      ,4 RUE PRINCIPALE      ,53410,OLIVET,53169,48.121424,-0.917322,,,http://lavoixdegarage.org/,,,,,,non
LE DIANE'S,Discothèque bar de nuit,    24 esplanade Lucien Barrière Casino Barrière de la Baule,    24 esplanade Lucien Barrière Casino Barrière de la Baule,44500,LA BAULE-ESCOUBLAC,44055,47.28078,-2.40572,02 40 11 48 28,,,,,,,,non
LE DELUXE,,Green Village Park   10 allée Louis Vincent  ,Green Village Park   10 allée Louis Vincent  ,53000,LAVAL,53130,48.068593,-0.7938126,02 43 91 19 01,,http://www.ledeluxe.fr,,,,,,non
LE CADRE DE PÊCHE - SORTIES PÊCHE EN MER,Activités sportives,    Départ du Port de Morin  ,    Départ du Port de Morin  ,85740,L'EPINE,85083,46.9852,-2.29188,06 77 06 84 13,bruno@lecadredepeche.fr,http://www.lecadredepeche.fr,,,,,,non
LE CENTRE EQUESTRE DE LA CHAUFFETIERE,,    Rue de la Chauffetière  ,    Rue de la Chauffetière  ,44640,LE PELLERIN,44120,47.2030982,-1.782155,02 40 04 53 53,,,,,,,,non
LE CARRE,Discothèque bar de nuit,    ZA de la Bergerie  ,    ZA de la Bergerie  ,44110,LOUISFERT,44085,47.6803711,-1.4474513,06 31 81 14 22,,,,,,,oui,oui
CHEVAL EN BELINOIS,Centre équestre,      La Gourdinière,      La Gourdinière,72230,MONCE-EN-BELIN,72200,47.89072,0.217574,02 43 42 56 92,chevalenbelinois@yahoo.fr,http://www.chevalenbelinois72.fr,Aire de pique nique##Salle de projection##Salle de réunion équipée##Toilettes,oui,oui,Anglais##Français,oui,oui
LE 3 F,Bar à thème##Complexe de loisirs##Foot en salle##Golf##Salle de squash##Tennis##Terrain omnisports,"    23, bis, route d'Angers  ","    23, bis, route d'Angers  ",53200,SAINT-FORT,53215,47.8148661,-0.708509,02 43 06 56 93,contact@le3f.fr,http://www.le3f.fr,Bar##Salle de réunion équipée,,oui,Français,oui,non
CHEVAL EN BELINOIS,Activités sportives,      La Gourdinière,      La Gourdinière,72230,MONCE-EN-BELIN,72200,47.8907166,0.217186,02 43 42 56 92,chevalenbelinois@yahoo.fr,http://www.chevalenbelinois.fr,,oui,oui,Anglais,oui,oui
LE BAZAR DES LOISIRS - LOCATION DE VÉLOS,Loueur de vélos,    18 rue du Rosaire  ,    18 rue du Rosaire  ,85330,NOIRMOUTIER-EN-L'ILE,85163,47.00048,-2.24529,02 51 39 28 03,lebazardesloisirs@orange.fr,,,,,,,non
LE BAR DES ARTISTES,Bar à thème,31 rue du Pont de Mayenne      ,31 rue du Pont de Mayenne      ,53000,LAVAL,53130,48.0686167,-0.7678948,,lebardesartistes@yahoo.fr,http://lebardesartistes.wix.com/lebardesartistes,,,,,,non
LE BAHIA,Bar à thème,    Plage de la Noëveillard  ,    Plage de la Noëveillard  ,44210,PORNIC,44131,47.11017,-2.11621,02 40 82 52 78,lebahia@wanadoo.fr,,Bar##Restaurant,oui,oui,,,non
LE BOIS - PARC D’ACTIVITÉS NATURE,Parcours dans les arbres,L'Orbière      ,L'Orbière      ,53260,FORCE,53099,48.0304281,-0.7165867,02.43.56.63.93,contact@lebois-mayenne.fr,http://www.lebois-mayenne.fr,,,,,,non
LE 6PAR4,Salle de spectacle,Association Poc Pok 177 rue du Vieux Saint Louis    ,Association Poc Pok 177 rue du Vieux Saint Louis    ,53000,LAVAL,53130,48.0789554,-0.7715771,02 43 59 77 80,info@6par4.com,http://www.6par4.com/,,,,,,oui
LE CINÉVILLE DE LAVAL,Cinéma,25 Quai Gambetta      ,25 Quai Gambetta      ,53000,LAVAL,53130,48.0722068,-0.7715374,,laval@cineville.com,http://laval.cineville.fr/,,,,,,non
LE BAC DE MENIL,Barque/Chaland,       ,       ,53200,MENIL,53150,47.7759069,-0.676752,,camppingdubac@orange.fr,,,,,,,non
LE BILBOK,Discothèque bar de nuit,      Le Clos Jacquet - Le Pavillon (GPS),      Le Clos Jacquet - Le Pavillon (GPS),44110,ERBRAY,44054,47.6531164,-1.348159,02 40 55 03 11,,,Aire de pique nique,non,,Anglais##Espagnol,oui,non
LASER GAME,Lasergame,5 ROUTE DE LA FONTAINE TUAUD      ,5 ROUTE DE LA FONTAINE TUAUD      ,44600,SAINT-NAZAIRE,44184,47.2606918,-2.2817635,02 40 90 09 00,st-nazaire@lasergame-evolution.com,http://www.lasergame-evolution.com/le-jeu,Toilettes,non,,Français,non,non
LE CERCLE NOTRE DAME - BEAUFORT EN ANJOU,Boule de fort/sable,rue Bourguillaume      ,rue Bourguillaume      ,49250,BEAUFORT-EN-ANJOU,49021,47.4397478,-0.2134538,,,,,,,,,non
LE BEL AIR,,    150 avenue de Bonne Source  ,    150 avenue de Bonne Source  ,44380,PORNICHET,44132,47.24831,-2.32372,02 40 61 10 78,reception@belairpornichet.com,http://www.belairpornichet.fr,,,,,,non
LE 3D,Discothèque bar de nuit,      ZA de Gravotel,      ZA de Gravotel,44520,MOISDON-LA-RIVIERE,44099,47.6243053,-1.3792019,02 40 28 95 38,,,Bar,non,,,,non
LASER GAME OUTDOOR (L.A.D.F),Aire de pique-nique##Calèche##Lasergame,       ,       ,85200,MERVENT,85143,46.523825,-0.7571679,06 09 43 14 72,sasnfx@gmail.com,https://www.lasergame-outdoor-mervent.com,Aire de pique nique##Toilettes,,oui,Français,non,non
LACS ET BASE DE LOISIRS DE LA MONNERIE,Base de loisirs##Base de paddle##Base ou club nautique##Bateaux promenade##Cale de mise à l'eau##Jeux pour enfants##Lac de pêche##Plage surveillée,    La Monnerie  ,    La Monnerie  ,72200,LA FLECHE,72154,47.7011599,-0.0515464,02.43.48.53.53,,http://www.ville-lafleche.fr,Aire de pique nique##Bar##Toilettes,oui,,,oui,non
LE BAZ'ART - BEAUX ARTS/LOISIRS CRÉATIFS,,    2 bis Grande Rue  ,    2 bis Grande Rue  ,85330,NOIRMOUTIER-EN-L'ILE,85163,47.0005,-2.24452,02 51 39 79 26,,,,,,,,non
LAVAL LOISIRS KARTING,Karting,Chemin de la Croix Bataille   Route d'Angers  ,Chemin de la Croix Bataille   Route d'Angers  ,53000,LAVAL,53130,48.0371092,-0.7441793,02.43.49.15.95,contact.clientele@karting-laval.fr,http://www.karting-laval.fr,Bar##Salle de réunion équipée##Toilettes,,,Anglais##Français,,non
LE GALIPÉTANT,Bateaux promenade,    Estacade  ,    Estacade  ,44490,LE CROISIC,44049,47.29892,-2.51557,06 88 67 73 05,,,,oui,,,,non
LAFAYETTE CLUB DE SPORT,Salle de remise en forme,    3 place Lafayette  ,    3 place Lafayette  ,44500,LA BAULE-ESCOUBLAC,44055,47.27908,-2.36446,02 40 11 04 11,lafayette.clubdesport@gmail.com,http://www.lafayette-clubdesport.com,,,,,oui,non
LAZ'AIR WARS SAUMUR,,    Chemin des Patureaux Saint-Lambert des Levées,    Chemin des Patureaux Saint-Lambert des Levées,49400,SAUMUR,49328,47.28173,-0.05584,02 41 40 94 75,contact@lazair-wars.fr,http://www.lazair-wars.fr,,oui,oui,Français,,non
LE PORT FLUVIAL D'ANGERS,,    Port fluvial  ,    Port fluvial  ,49000,ANGERS,49007,47.47842,-0.56317,,,,,,,,,non
LASER GAME EVOLUTION,,    50 bd Doyenné  ,    50 bd Doyenné  ,49100,ANGERS,49007,47.47788,-0.52095,09 50 40 13 75,angers@lasergame-evolution.com,http://www.lasergame-evolution.com,,,,Français,,non
LASER GAME EVOLUTION,Complexe de loisirs##Lasergame,    rue Guillaume de Machault  ,    rue Guillaume de Machault  ,85000,LA ROCHE-SUR-YON,85191,46.6869123,-1.4307526,02 51 37 19 92,,http://www.lasergame-evolution.com,Bar##Salle de projection##Salle de réunion équipée##Toilettes,,oui,Anglais##Français,oui,non
LASER GAME - LE JEU DU FUTUR MONDE,Mini golf##Parc à thèmes,       ,       ,85330,NOIRMOUTIER-EN-L'ILE,85163,47.00696,-2.22232,02 28 10 63 90,andre.masardo@orange.fr,http://www.lasergamenoirmoutier.com,,,,,,non
LAGON TONIC / AQUAGYM - AQUARETZ,Activités sportives,    14 rue de Saint-Exupéry  ,    14 rue de Saint-Exupéry  ,44680,SAINTE-PAZANNE,44186,47.0956844,-1.8158029,02 51 78 34 90,laquaretz@vert-marine.com,http://www.vert-marine.com/laquaretz-sainte-pazanne-44,,,oui,,,non
LABYRINTHE DE MAÏS,Activités sportives,    Beau Chêne  ,  Beau Chêne    ,72140,SAINT-REMY-DE-SILLE,72315,48.1807153,-0.0893587,06 74 93 68 03,,http://lelabymais.com,,oui,oui,Anglais##Français,non,oui
LA VALISE À CHEVAL FARWEST 1881,Activités sportives,"    Lieu-dit ""Brûlon""  ","    Lieu-dit ""Brûlon""  ",72290,MEZIERES-SUR-PONTHOUIN,72196,48.202968,0.32178799,02 44 30 54 97,kateetgarrett@gmail.com,www.lavaliseacheval.fr,,oui,oui,Français,oui,oui
LE 45 TOURS ESPACE JEUNESSE,Jeux pour enfants,"    45, Avenue du Terre Fort  ","    45, Avenue du Terre Fort  ",85270,SAINT-HILAIRE-DE-RIEZ,85226,46.7096456,-1.9609287,02.51.59.94.10,,http://www.le45tours.fr,,,,,oui,non
LAC DU GRAON,Lac de pêche,      Lac du Graon,    Lac du Graon  ,85540,SAINT-VINCENT-SUR-GRAON,85277,46.5268439,-1.388501,02 51 98 90 89,,,,,,,,non
LA VENDETHEQUE RELAIS DE POSTE,Bibliothèque-Médiathèque,    19 AVENUE VILLEBOIS MAREUIL PARC DES ROCHETTES,    19 AVENUE VILLEBOIS MAREUIL PARC DES ROCHETTES,85600,MONTAIGU,85146,46.9796296,-1.3179192,02 51 06 43 43,relaisdeposte@vendee.fr,http://www.bibliotheque.vendee.fr,,non,,Anglais##Français,oui,non
LAC DE MAINE EQUITATION,Centre équestre##Jeux pour enfants,    Camping du Lac de Maine Avenue du Lac de Maine,    Camping du Lac de Maine Avenue du Lac de Maine,49000,ANGERS,49007,47.4545,-0.59619,07 82 17 08 01,lacdemaine.equitation@gmail.com,http://lacdemaineequitation.com,,,oui,Allemand##Anglais##Français,,non
LABYRINT'ÎLE - LABYRINTHE DE MAÏS GÉANT,,    Rue du Polder  ,    Rue du Polder  ,85630,BARBATRE,85011,46.9408,-2.16701,06 19 02 57 74,labyrintile@free.fr,,,,oui,,,non
LABYRINTHE - BASE ULM ET DE LOISIRS DES FONTENELLES,Labyrinthe,      Les Fontenelles,      Les Fontenelles,85560,LE BERNARD,85022,46.4459183,-1.4423652,06 81 00 61 56,contact@bapteme-ulm-vendee.com,http://bapteme-ulm-vendee.com,,,,,oui,non
LABYRINTHE - BASE ULM ET DE LOISIRS DES FONTENELLES,Activités sportives,      Les Fontenelles,      Les Fontenelles,85560,LONGEVILLE-SUR-MER,85127,46.448003,-1.445026,06 81 00 61 56,,http://www.bapteme-ulm-vendee.com,,,,Français,non,non
