"Nom de l'offre d'activité touristique","Type détaillé d'activité","Adresse partie 1: Porte/escalier","Adresse partie 1 suite","Adresse partie 2","Adresse partie 3","Code postal","Commune de l'activité","Cedex de l'adresse postale","Code Insee de la Commune","location","Latitude","Longitude","Situation de l'offre","Emplacement géographique","N° de téléphone mobile","N° de téléphone fixe","N° de fax","Adresse e-Mail","Url du site web","Type de plateforme/url","Services proposés sur l'équipement de loisir","Equipements présents sur le site de loisir","Animal accepté: oui / non","Complément information animal accepté","Labels","Label tourisme handicap","Groupe accepté: oui / non","Catégorie de la prestation fournie","Type formule itinérante","Activité sportive proposée","Type activité culturelle proposée","Langues parlées à l'accueil","Langues des audio guides","Visites libres proposées aux individuels en permanence: oui / non","Durée de visite pour les individuels","Visites guidées proposées aux individuels en permanence: oui / non","Visites guidées proposées aux individuels sur demande: oui / non","Langues des panneaux d'info","Langues parlées","Complément d'info sur les visites","Visites guidées proposées aux groupes en permanence: oui / non","Visites pédagogiques proposées aux groupes en permanence: oui / non","Visites guidées proposées aux groupes en permanence: oui / non","Visites guidées proposées aux groupes sur demande: oui / non","Durée de visite pour les groupes","Lieux de pratique de l'activité de loisirs","Commune de départ de la formule itinérante","Commune d'arrivée de la formule itinérante","Ouverture de l'offre toute l'année: oui / non","Horaires d'ouvertures","ResaDirecte","Centrale de réservation en ligne: oui / non","Nom centrale de réservation en ligne: url réservation en ligne / téléphone centrale / mail centrale","Tarifs","Tarif gratuit : oui / non","Modes de paiement acceptés"
"CHASSE AUX TRÉSORS - GEOCACHING","Géocaching","","","Route du Payré","","85520","JARD-SUR-MER","","85114","[ 46.4197336 , -1.6207301]","46.4197336","-1.6207301","","","","02 51 33 40 47","","tourisme@ville-jardsurmer.fr","http://www.jardsurmer-tourisme.fr/se-divertir/loisirs-expositions/678-geocaching-chasse-aux-tresors.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","oui","01/10/2016||31/03/2017||Fermé les samedis après-midis, les dimanches et jours fériés||||09:00||12:30||14:00||17:30||09:00||12:30||14:00||17:30||09:00||12:30||14:00||17:30||09:00||12:30||14:00||17:30||09:00||12:30||14:00||17:30||09:00||12:30||||||||||||##01/04/2017||30/06/2017||Jours fériés : de 10h00 à 12h30||Fermé les dimanches||09:00||12:30||14:00||18:00||09:00||12:30||14:00||18:00||09:00||12:30||14:00||18:00||09:00||12:30||14:00||18:00||09:00||12:30||14:00||18:00||09:00||12:30||14:00||18:00||||||||##01/09/2017||30/09/2017||Jours fériés : de 10h00 à 12h30||Fermé les dimanches||09:00||12:30||14:00||18:00||09:00||12:30||14:00||18:00||09:00||12:30||14:00||18:00||09:00||12:30||14:00||18:00||09:00||12:30||14:00||18:00||09:00||12:30||14:00||18:00||||||||##01/07/2017||31/08/2017||Jours fériés : de 10h00 à 13h00||||09:00||13:00||14:00||18:30||09:00||13:00||14:00||18:30||09:00||13:00||14:00||18:30||09:00||13:00||14:00||18:30||09:00||13:00||14:00||18:30||09:00||13:00||14:00||18:30||10:00||13:00||||","","","","Formule famille||||||La location du GPS à la journée","non","Cartes bancaires##Chèques bancaires et postaux"
"CHEMILLE BASKET","Activités sportives","","","","","49120","CHEMILLE-EN-ANJOU","","49092","[ 47.2100819 , -0.7274078]","47.2100819","-0.7274078","","","","02 41 30 37 54","","tbertrandcbb@wanadoo.fr","","","","","","","","","","","","Basket","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CENTRE NAUTIQUE SEMVIE NAUTISME","Activités sportives","","","Bd de l'Egalité - BP 451","Forum Port La Vie","85800","SAINT-GILLES-CROIX-DE-VIE","","85222","[ 46.697777 , -1.944529]","46.697777","-1.944529","","","","02.51.60.11.11","02.51.60.18.30","semvienautisme@wanadoo.fr","http://www.semvie-nautisme.fr","","","","","","","","oui","","","Char à voile","","","","","","","","","","","","","","","","","","","","01/01/2017||31/12/2017||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||","","","","","","Cartes bancaires##Chèques bancaires et postaux##Chèques Vacances"
"BRAINSCAPE","Live Escape Game","","","23 rue Gambetta","","72000","LE MANS","","72181","[ 48.005107 , 0.193732]","48.005107","0.193732","","","06 95 11 86 27","","","contact.lemans@brainscape.fr","","Facebook||https://www.facebook.com/brainscapelemans/##Tripadvisor||https://www.tripadvisor.fr/Attraction_Review-g187195-d11629449-Reviews-Brainscape_Le_Mans-Le_Mans_Sarthe_Pays_de_la_Loire.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tarif indiv. adulte||||||15€ : 6 personnes en heures creuses (lundi au vendredi de 10h à 16h);35€ : 3 personnes en heures pleines (lundi au vendredi de 17h30 à 23h30, week-end et jours fériés )","",""
"CENTRE NAUTIQUE MUNICIPAL- PIROGUE HAWAÏENNE","Activités sportives","","","","Plage des Bélugas","85460","LA FAUTE-SUR-MER","","85307","[ 46.3290833 , -1.3252093]","46.3290833","-1.3252093","","","","02 51 56 43 41","","centrenautique@lafautesurmer.fr","www.charavoile.net","","","","non","","","","oui","Cours","","Stand-up-paddle-board","","Français","","","","","","","","","","","","","","En saison: A droite de la Grand'Plage;Hors saison: Plage des Bélugas","LA FAUTE SUR MER","LA FAUTE SUR MER","oui","","SERPAULT Héloïse||02 51 56 43 41||centrenautique@lafautesurmer.fr","","","Tarif indiv. adulte||||||PIROGUE HAWAIENNE séance d’1h30 avec moniteur;;Sortie en journée : 18 € / personne;Sortie coucher de soleil : 25 € / personne##Tarif indiv. enfant||||||PIROGUE HAWAIENNE séance d’1h30 avec moniteur;;Sortie en journée : 18 € / personne;Sortie coucher de soleil : 25 € / personne##Tarif groupe enfant||||||PIROGUE HAWAIENNE séance d’1h30 avec moniteur;;Sortie en journée : 15 € / personne;Sortie coucher de soleil : 20 € / personne;;6 participants minimum##Tarif groupe adulte||||||PIROGUE HAWAIENNE séance d’1h30 avec moniteur;;Sortie en journée : 15 € / personne;Sortie coucher de soleil : 20 € / personne;;6 participants minimum","non","Chèques bancaires et postaux##Chèques Vacances"
"CALE DE MISE À L'EAU  PORT DE SUCÉ","Cale de mise à l'eau##Port de plaisance","","","Quai de cricklade","","44240","SUCE-SUR-ERDRE","","44201","[ 47.339199 , -1.5254475]","47.339199","-1.5254475","","","","","","","","","Espace jeux##Location/prêt de vélo##WiFi","Aire de pique nique##Toilettes","","","","","","","","","","","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
"CALE DE MISE A L'EAU PORT MULON","Cale de mise à l'eau","","","Le Port Mulon","","44390","NORT-SUR-ERDRE","","44110","[ 47.4319425 , -1.4967366]","47.4319425","-1.4967366","","","","02 51 12 00 70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
"CALE DE LA MORINIERE","Cale de mise à l'eau","","","Port de la Morinière","","44710","PORT-SAINT-PERE","","44133","[ 47.13469 , -1.745]","47.13469","-1.745","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CALE DE MISE À L'EAU","Cale de mise à l'eau","","Port des professionnels","","","85460","LA FAUTE-SUR-MER","","85307","[ 46.3226271 , -1.3062241]","46.3226271","-1.3062241","","","06 77 78 47 26","02 51 97 03 92","","","","","","","","","","","","","","","","Français","","","","","","","","","","","","","","","","","oui","","","","","","non",""
"CALE DE LA JOSELIERE","Cale de mise à l'eau","","","PLAGE DE LA JOSELIERE","","44210","PORNIC","","44131","[ 47.10344 , -2.083]","47.10344","-2.083","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CALICEO","Thalassothérapie","","","14 Chemin du Vigneau","","44800","SAINT-HERBLAIN","","44162","[ 47.2153829 , -1.6261184]","47.2153829","-1.6261184","","","","08.26.30.36.44","02.51.80.03.50","aquatique-nantes@caliceo.com","www.caliceo.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","||||||Espace Beauté massages : à partir de 6 € ;Espace de remise en forme aquatique : à partir de 27 €.;","",""
"CENTRE SOCIO-CULTUREL DU TALMONDAIS","Activités culturelles","","","292 rue du Chai","","85440","TALMONT-SAINT-HILAIRE","","85288","[ 46.4721999 , -1.6043167]","46.4721999","-1.6043167","","","","02 51 96 02 76","","hervecct@club-internet.fr","http://centresociocultureltalmondais.fr","","","","oui","","","","oui","","","","Faune flore","Anglais##Français","","","","","","","","","","","","","","Talmont-Saint-Hilaire, en Vendée.","TALMONT SAINT HILAIRE","TALMONT SAINT HILAIRE","oui","01/01/2017||31/12/2017||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||","||02 51 96 02 76||hervecct@club-internet.fr","","","","non","Chèques Vacances"
"CENTRE NAUTIQUE MUNICIPAL - KAYAK DE MER","Activités sportives","","","","Plage des Bélugas","85460","LA FAUTE-SUR-MER","","85307","[ 46.3290389 , -1.3252308]","46.3290389","-1.3252308","","","","02 51 56 43 41","","centrenautique@lafautesurmer.fr","","Facebook||https://www.facebook.com/centrenautiquesudvendee","","","non","","","","oui","Cours","","Kayak de mer","","Français","","","","","","","","","","","","","","En saison : A droite de la Grand'Plage;Hors saison: Plage des Bélugas","LA FAUTE SUR MER","LA FAUTE SUR MER","oui","","SERPAULT Héloïse||02 51 56 43 41||centrenautique@lafautesurmer.fr","","","Tarif indiv. adulte||||||KAYAK DE MER séance d’1h30 avec moniteur	;La séance	18 €	;Le stage de 2 séances : 34 €;Le stage de 3 séances : 49 €;;LOCATION 	;1 heure : 8 €;2 heures : 14 €##Tarif indiv. enfant||||||KAYAK DE MER séance d’1h30 avec moniteur	;La séance	18 €	;Le stage de 2 séances : 34 €;Le stage de 3 séances : 49 €;;LOCATION 	;1 heure : 8 €;2 heures : 14 €##Tarif groupe adulte||||||KAYAK DE MER séance d’1h30 avec moniteur	;La séance	15 €	;Le stage de 2 séances : 29 €;Le stage de 3 séances : 42 €;;LOCATION 	;1 heure : 8 €;2 heures : 14 €##Tarif groupe enfant||||||KAYAK DE MER séance d’1h30 avec moniteur	;La séance	15 €	;Le stage de 2 séances : 29 €;Le stage de 3 séances : 42 €;;LOCATION 	;1 heure : 8 €;2 heures : 14 €","non","Chèques bancaires et postaux##Chèques Vacances"
"CAFE THEATRE // ESPACE THALWEG","Salle de spectacle","","","Espace Thalweg","","44260","MALVILLE","","44089","[ 47.360954 , -1.8641694]","47.360954","-1.8641694","","A l'abri","","02 40 56 09 20","","","www.malville.fr","","","Salle de projection","","","","","oui","","","","","Français","","","","","","","","","","","","","","","","","oui","","||02 40 56 09 20||association@malville.fr","","","","oui",""
"BRIDGE CLUB DE LA CÔTE-D'AMOUR","","","","5 avenue Honoré de Balzac","Villa Les Roches Rouges","44500","LA BAULE-ESCOUBLAC","","44055","[ 47.28243 , -2.37864]","47.28243","-2.37864","","","06 08 93 18 72","02 40 19 35 80","","bridegeclubdelabaule@bbox.fr","http://www.bridge-club-labaule.fr","","","","non","","","","","","","","","Allemand##Anglais","","","","","","","","","","","","","","","","","","01/01/2015||31/12/2015||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||##01/01/2017||31/12/2017||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||","","","","","",""
"BOWLING","Bowling","","","Allée de la Mer d'Iroise","Zone Océanis","44600","SAINT-NAZAIRE","","44184","[ 47.2734979 , -2.213848]","47.2734979","-2.213848","Transport en commun||BUS Hélice arrêt OCEANIS||0,1","","","02 40 70 40 40","","","http://www.bowling-saintnazaire.com/","","Espace jeux","Bar##Toilettes","","","","","","","","","","","","","","","","","","","","","","","","","","","oui","","||02 40 70 40 40||bowling.stnazaire@wanadoo.fr","","","Tarif indiv. adulte||||||Du Mardi au Samedi avant 20h##Tarif indiv. adulte||||||Du Mardi au Vendredi après 20h,.Le tarif  est appliqué aussi pour les jours fériés et les veilles de fêtes avant 20h##Tarif indiv. adulte||||||Tarif le Samedi après 20h . Ce tarif est aussi appliqué durant les veilles de fêtes  et les jours fériés après 20h##Tarif indiv. adulte||||||Tarif appliqué le Dimanche aux horaires d'ouverture","non","Cartes bancaires"
"CALE DE L'HERMITAGE","Cale de mise à l'eau","","","Route du Bois Millet","Accès depuis le parking de l'Hermitage","44760","LES MOUTIERS-EN-RETZ","","44106","[ 47.06571 , -2.01455]","47.06571","-2.01455","","","","","","","","","","Aire de pique nique##Bar##Restaurant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CAP FORM BILLARD","Salle de billard","64 rue henri batard","","","","53000","LAVAL","","53130","[ 48.0731915 , -0.7994283]","48.0731915","-0.7994283","","","","02.43.02.89.89","","cap-form@orange.fr","http://www.capform-53.fr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CALE DE GOURMALON","Cale de mise à l'eau","","","Corniche de Gourmalon","","44210","PORNIC","","44131","[ 47.11001 , -2.10689]","47.11001","-2.10689","","","06 89 53 66 37","02 40 82 42 26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BRIDGE CLUB DU POULIGUEN","","","","24 boulevard de Civanam","Espace ""Les Salorges""","44510","LE POULIGUEN","","44135","[ 47.27557 , -2.43362]","47.27557","-2.43362","","","06 63 17 82 81","02 40 42 11 20","","bridge.le-pouliguen@wanadoo.fr","http://bcp135.over-blog.fr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CAFE CONCERT CHEZ PHILIPPE","Bar à thème","1 rue de la Vigne","","","","53500","MONTENAY","","53155","[ 48.288826 , -0.892912]","48.288826","-0.892912","","","","02 43 05 22 28","","","","Facebook||http://fr-fr.facebook.com/pages/Bar-Concert-Chez-philippe/353421984745850","","Bar##Restaurant##Toilettes","","","","","","","","","","Français","","","","","","","","","","","","","","","","","oui","","","","","","","Cartes bancaires##Chèques bancaires et postaux"
"CABRI D'ANJOU","","","","La Chaperonnière","","49120","CHEMILLE-EN-ANJOU","","49092","[ 47.218165 , -0.752997]","47.218165","-0.752997","","","","02 41 30 60 15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BREIZH YOGA","","","","32 avenue Georges Clémenceau","","44380","PORNICHET","","44132","[ 47.26788 , -2.34058]","47.26788","-2.34058","","","","06 66 35 34 53","","breizhyoga@gmail.com","http://www.breizhyoga.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16/01/2017||30/12/2017||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||","","","","","",""
"BRIDGE - JARD SUR MER","Complexe de loisirs","","","Rue des Echolères","","85520","JARD-SUR-MER","","85114","[ 46.415111 , -1.5742549]","46.415111","-1.5742549","","","","02 51 33 40 17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BRIDGE","Activités sportives","","Centre Social","5, rue de la Gabardière","","49120","CHEMILLE-EN-ANJOU","","49092","[ 47.2166732 , -0.7275263]","47.2166732","-0.7275263","","","","02 41 30 65 07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CENTRE NAUTIQUE MUNICIPAL","Base de paddle##Base ou club nautique","","Plage des Bélugas","Boulevard de la forêt","","85460","LA FAUTE-SUR-MER","","85307","[ 46.3290129 , -1.3252093]","46.3290129","-1.3252093","","En extérieur soleil","","02 51 56 43 41","","centrenautique@lafautesurmer.fr","http://www.charavoile.net/","","","Toilettes","","","","","oui","","","","","Français","","","","","","","","","","","","","","","","","oui","","Centre Nautique Sud Vendée||02 51 56 43 41||centrenautique@lafautesurmer.fr","","","Tarif indiv. adulte||||||Char à voile 1 personne##Tarif indiv. adulte||||||Kayak de mer et pirogue Hawaïenne##Tarif indiv. adulte||||||Stand-up paddle","non","Chèques bancaires et postaux##Chèques Vacances"
"BOUÉES TRACTÉES - ATLANTIC JET SKI","Activités sportives","","","Rue de Morpoigne - Port de Plaisance","","85520","JARD-SUR-MER","","85114","[ 46.4091723 , -1.5790483]","46.4091723","-1.5790483","Gare SNCF||Les Sables d'Olonne||20##Gare routière||Les Sables d'Olonne||20##Transport en commun||Arrêt de bus Jard||2##Autoroute||A 87 - La Roche sur Yon||35##Aéroport/aérodrome||Nantes||115","","07 71 75 77 49","","","atlanticjetski85@gmail.com","","","","","","","","","","Accompagnement","","Bouées tractées","","","","","","","","","","","","","","","","Port de Plaisance (accès usagers du port) - Rue de Morpoigne - JARD SUR MER","JARD-SUR-MER","JARD-SUR-MER","","01/04/2018||30/09/2018||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||","","","","Tarif indiv. adulte||||20||","",""
"BOWLING LE SKITTLE","Bowling","","","place Ernest Bréant","","44110","CHATEAUBRIANT","","44036","[ 47.7211459 , -1.3758848]","47.7211459","-1.3758848","","","","02 40 07 94 10","","","www.leskittle.com","","","Bar","non","","","","","","","","","","","","","","","","","","","","","","","","","","oui","01/01/2018||31/12/2018||||||||||||||||||15:00||23:00||||||15:00||23:00||||||15:00||23:00||||||15:00||01:00||||||15:00||03:00||||||15:00||20:00","","","","","","Cartes bancaires##Chèques bancaires et postaux##Chèques Vacances"
"BRIDGE-CLUB","","","","Allée des sports","Salle de la Vigne","44420","MESQUER","","44097","[ 47.39641 , -2.451]","47.39641","-2.451","","","","02 40 42 50 68","","colette.royere@wanadoo.fr","http://bridge.mesquer.over-blog.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01/01/2015||31/12/2015||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||","","","","","",""
"BOWLING DU PARC","Bowling##Salle de billard","","","boulevard don Quichotte","","85000","LA ROCHE-SUR-YON","","85191","[ 46.6669654 , -1.4058102]","46.6669654","-1.4058102","","A l'abri","","02 51 37 58 85","","","http://www.bowlingduparc.fr","","Espace jeux","Bar","","","","","oui","","","","","","","","","","","","","","","","","","","","","","oui","","","","","","","Cartes bancaires"
"BOWLING LE NAGADA","Bowling","","","3 rue Marcel Pagnol","","85300","CHALLANS","","85047","[ 46.85714 , -1.86871]","46.85714","-1.86871","","","","02 51 93 06 06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BOWLING D'ANCENIS","Bowling","","","1090 Boulevard de la Prairie","","44150","SAINT-GEREON","","44160","[ 47.3746369 , -1.1993039]","47.3746369","-1.1993039","","","","02 40 09 97 03","","","http://bowlingpowerball.com","Facebook||https://www.facebook.com/BowlingPowerball/?fref=ts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","oui","17/12/2016||02/01/2017||Ouvert tous les jours les après-midis et en soirée (sauf le lundi soir).||||||||14:00||20:00||||||14:00||23:00||||||14:00||23:00||||||14:00||23:00||||||14:00||02:00||||||14:00||02:00||||||14:00||21:00","","","","Tarif indiv. adulte||||||Location de chaussures : 1,50 €","",""
"BUGGY FUN CLUB DE FRANCE","","","","42, rue Jean Moulin","","49700","DOUÉ-EN-ANJOU","","49125","[ 47.19763 , -0.28835]","47.19763","-0.28835","","","06 20 53 79 38","","","buggyfunclub@free.fr","http://buggyfunclub.free.fr/sommaire.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BOWL DE SKATE","Skatepark","","","1 promenade Kennedy","","85100","LES SABLES-D'OLONNE","","85194","[ 46.482053 , -1.761975]","46.482053","-1.761975","","","","","","","","","","","non","","","","","","","","","","","","","","","","","","","","","","","","","","oui","","","","","","",""
"BOULODROME GEORGES ANGOT","Boulodrome","","","Place des Salines","","44500","LA BAULE-ESCOUBLAC","","44055","[ 47.28993 , -2.39634]","47.28993","-2.39634","","","","02 51 75 75 75","","","","","","","non","","","","","","","","","","","","","","","","","","","","","","","","","","oui","01/01/2015||31/12/2015||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||","","","","","",""
"BOWLING & LASER GAME LE REGENCY","Bowling##Salle de billard","","","10 boulevard du Souvenir Français","","85100","LES SABLES-D'OLONNE","","85194","[ 46.503248 , -1.796708]","46.503248","-1.796708","","","","02 51 32 32 54","","bowlingsables@sfr.fr","http://www.bowlingleregency.fr","","","","non","","","","","","","","","Anglais","","","","","","","","","","","","","","","","","oui","","","","","","","Cartes bancaires##Chèques Vacances"
